"COU","Country","SOURCE","Source","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,58.88,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,36.4,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,13.2,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,4.102,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,4.04497,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,4.42468,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,4.45,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,4.78,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,4.63,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,4.85,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,5.12,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,0,"E","Estimated value"
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,0,"E","Estimated value"
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,0.37,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,0.46,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,27.4,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,31.9,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,23.1,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,19.1,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,23,"E","Estimated value"
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,36.51,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,38.2,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1980","1980","M3CAP","Cubic metres per capita","0","Units",,,2122.163,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,2053.99,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,1242.129,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,1051.31,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,1164.019,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,1382.778,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,1411.303,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,1232.656,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,1325.032,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,1309.755,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,1228.594,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,1333.83,,
"EST","Estonia","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,1355.589,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,2791,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,2720,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,1430,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,1216.3,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,1304.3,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1546,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,1574.7,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,1357.2,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,1535,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1525,"E","Estimated value"
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,1414,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,1534,,
"EST","Estonia","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,1541.35,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,44.3,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,27,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,28.1,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,28,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,27.7,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,28.3,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,28.14,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,27.98,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,27.91,,
"EST","Estonia","SURFACE","Fresh surface water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,27.14,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,32.5,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,9,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,0.002,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,0.04497,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,0.02468,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,0.03,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,0.03,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,0.02,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,0.16,,
"EST","Estonia","SURFACE","Fresh surface water","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,0.3,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,0.15,,
"EST","Estonia","SURFACE","Fresh surface water","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,0.29,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,18.7,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,17.3,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,17,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,13.1,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,17.4,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2013","2013","M3","Cubic metres","6","Millions",,,29.36,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2014","2014","M3","Cubic metres","6","Millions",,,18.06,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2015","2015","M3","Cubic metres","6","Millions",,,27.99,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,27.47,,
"EST","Estonia","SURFACE","Fresh surface water","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,28.91,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,338,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,495,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,350,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,254.6,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,273.7,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,296,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,299.1,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,273.8,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,212.8,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,199,"E","Estimated value"
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,202,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,222,,
"EST","Estonia","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,247.2,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2000","2000","M3","Cubic metres","6","Millions",,,27.1,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2005","2005","M3","Cubic metres","6","Millions",,,27,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2010","2010","M3","Cubic metres","6","Millions",,,39.4,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2011","2011","M3","Cubic metres","6","Millions",,,30.25,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2012","2012","M3","Cubic metres","6","Millions",,,32.6,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2013","2013","M3","Cubic metres","6","Millions",,,32.2,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2014","2014","M3","Cubic metres","6","Millions",,,33.01,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2015","2015","M3","Cubic metres","6","Millions",,,21.24,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2016","2016","M3","Cubic metres","6","Millions",,,32.44,,
"EST","Estonia","GROUND","Fresh ground water","PUBLIC","Public water supply","2017","2017","M3","Cubic metres","6","Millions",,,31.74,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2000","2000","M3","Cubic metres","6","Millions",,,3.9,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2005","2005","M3","Cubic metres","6","Millions",,,4.2,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2010","2010","M3","Cubic metres","6","Millions",,,4.1,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2011","2011","M3","Cubic metres","6","Millions",,,4,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2012","2012","M3","Cubic metres","6","Millions",,,4.4,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2013","2013","M3","Cubic metres","6","Millions",,,4.42,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2014","2014","M3","Cubic metres","6","Millions",,,4.75,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2015","2015","M3","Cubic metres","6","Millions",,,4.61,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2016","2016","M3","Cubic metres","6","Millions",,,4.69,,
"EST","Estonia","GROUND","Fresh ground water","AGRICULTURE","Agriculture, forestry, fishing","2017","2017","M3","Cubic metres","6","Millions",,,4.82,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2000","2000","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2005","2005","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2010","2010","M3","Cubic metres","6","Millions",,,0,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2016","2016","M3","Cubic metres","6","Millions",,,0.22,,
"EST","Estonia","GROUND","Fresh ground water","IRRIG","Irrigation","2017","2017","M3","Cubic metres","6","Millions",,,0.17,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2000","2000","M3","Cubic metres","6","Millions",,,8.7,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2005","2005","M3","Cubic metres","6","Millions",,,14.6,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2010","2010","M3","Cubic metres","6","Millions",,,6.1,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2011","2011","M3","Cubic metres","6","Millions",,,6,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2012","2012","M3","Cubic metres","6","Millions",,,5.6,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2016","2016","M3","Cubic metres","6","Millions",,,9.04,,
"EST","Estonia","GROUND","Fresh ground water","INDUSTRY","Manufacturing industry","2017","2017","M3","Cubic metres","6","Millions",,,9.29,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,1780,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,1812,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,1727,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,1728,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,1340,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,1266,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,1318,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,1296,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,1271,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,1145,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,1199,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,1201,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,1112,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1990","1990","M3CAP","Cubic metres per capita","0","Units",,,400.1481,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","1995","1995","M3CAP","Cubic metres per capita","0","Units",,,343.7438,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2000","2000","M3CAP","Cubic metres per capita","0","Units",,,290.4498,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2005","2005","M3CAP","Cubic metres per capita","0","Units",,,264.6459,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2010","2010","M3CAP","Cubic metres per capita","0","Units",,,182.4011,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2011","2011","M3CAP","Cubic metres per capita","0","Units",,,169.0908,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2012","2012","M3CAP","Cubic metres per capita","0","Units",,,173.0805,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2013","2013","M3CAP","Cubic metres per capita","0","Units",,,167.5535,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2014","2014","M3CAP","Cubic metres per capita","0","Units",,,161.824,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2015","2015","M3CAP","Cubic metres per capita","0","Units",,,143.5109,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2016","2016","M3CAP","Cubic metres per capita","0","Units",,,147.8607,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2017","2017","M3CAP","Cubic metres per capita","0","Units",,,145.6844,,
"ISR","Israel","TOTAL_ABSTRACT","Total freshwater","PC","Gross abstractions per capita","2018","2018","M3CAP","Cubic metres per capita","0","Units",,,132.6729,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,654,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,830,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,671,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,845,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,504,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,517,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,516,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,645,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,470,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,381,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,331,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,339,,
"ISR","Israel","SURFACE","Fresh surface water","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,343,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1990","1990","M3","Cubic metres","6","Millions",,,1126,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","1995","1995","M3","Cubic metres","6","Millions",,,982,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2000","2000","M3","Cubic metres","6","Millions",,,1056,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,883,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,836,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,749,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,802,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,651,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,801,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,764,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,868,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,862,,
"ISR","Israel","GROUND","Fresh ground water","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,769,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","1980","1980","M3","Cubic metres","6","Millions",,,391,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2005","2005","M3","Cubic metres","6","Millions",,,923.5,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2010","2010","M3","Cubic metres","6","Millions",,,925.5,"E","Estimated value"
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2011","2011","M3","Cubic metres","6","Millions",,,850.29999,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2012","2012","M3","Cubic metres","6","Millions",,,781.29999,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2013","2013","M3","Cubic metres","6","Millions",,,893.29999,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2014","2014","M3","Cubic metres","6","Millions",,,978.20001,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2015","2015","M3","Cubic metres","6","Millions",,,895.09998,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2016","2016","M3","Cubic metres","6","Millions",,,885.09998,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2017","2017","M3","Cubic metres","6","Millions",,,929.59998,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","TOTAL","Total gross abstraction","2018","2018","M3","Cubic metres","6","Millions",,,957.40997,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1980","1980","M3","Cubic metres","6","Millions",,,203.8,,
"SVN","Slovenia","TOTAL_ABSTRACT","Total freshwater","PUBLIC","Public water supply","1990","1990","M3","Cubic metres","6","Millions",,,262.1,,
